Year,Team,offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_total_air_yards,offense_ave_air_yards,offense_total_yac,offense_ave_yac,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_total_air_yards,defense_ave_air_yards,defense_total_yac,defense_ave_yac,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,points_scored,points_allowed,wins,losses,ties,score_differential
1999,Detroit Lions,0.5252032520325202,3639,1214,5.917073170731706,3.54970760233918,0,,136,6.181818181818182,615,342,14,2,4,-5.342479070446634,-58.212649736857216,-0.0086869578381245,-0.1702124261311613,-0.5464948692257334,-2.0672076946994875,-0.0008886095434564763,-0.0060444669435657,0.4097560975609756,0.3333333333333333,0.5709677419354837,3654,1538,5.893548387096775,4.06878306878307,0,,173,6.919999999999999,620,378,16,8,7,-5.649186365125548,-64.85071193766706,-0.0091115909114928,-0.171562729993828,-0.4129676282360286,-1.5239100943445774,-0.000666076819735538,-0.0040315081860967,0.4354838709677419,0.3597883597883597,322,323,8,8,0,-1
1999,Green Bay Packers,0.5387045813586097,3892,1486,6.148499210110585,3.9416445623342167,0,,-1,-1.0,633,377,23,7,5,1.7007504792614083,-38.006155974987195,0.0026868096038885,-0.1008120848142895,0.8706380802692846,-1.1613536828186088,0.0013754156086402,-0.0030805137475294,0.4123222748815167,0.392572944297082,0.5364120781527532,3456,1781,6.13854351687389,3.8717391304347832,0,,0,,563,460,25,2,8,19.887965549016215,-57.93773333106814,0.0353249832131728,-0.1259515941979738,-0.5332369171904657,-1.3759587978565595,-0.00094713484403281,-0.002991214777949,0.4191829484902309,0.3630434782608697,357,341,8,8,0,16
1999,Indianapolis Colts,0.6010830324909747,3980,1583,7.1841155234657075,3.9773869346733672,0,,0,0.0,554,398,17,6,5,83.24782717417662,-32.553204874565,0.1502668360544705,-0.0817919720466461,1.4944500274646266,-1.5406971000826712,0.0026975632264704,-0.0038710982414137,0.451263537906137,0.3567839195979899,0.5418060200668895,3454,1708,5.77591973244147,4.302267002518893,0,,0,,598,397,9,6,5,11.93034635249921,-46.44867620139784,0.0199504119607013,-0.1169991843863918,-0.726784449895239,-1.600999028555263,-0.0012153586118649,-0.0040327431449754,0.439799331103679,0.4030226700251887,423,333,13,3,0,90
1999,Jacksonville Jaguars,0.5614035087719298,3501,2059,6.142105263157894,4.159595959595959,0,,8,8.0,570,495,10,3,3,66.73716197431823,-15.067097821796017,0.1170827403058212,-0.0304385814581738,0.7768796835791597,-0.956517191334882,0.0013629468132967,-0.0019323579622926,0.4649122807017544,0.3939393939393939,0.5017543859649123,2846,1432,4.992982456140357,3.9019073569482288,0,,35,11.666666666666666,570,367,18,4,5,-65.99331136326805,-67.29147516768968,-0.1157777392338036,-0.1833555181680915,-2.633503252304386,-2.32013523247,-0.0046201811443936,-0.0063218943664032,0.3719298245614033,0.326975476839237,396,217,14,2,0,179
1999,Kansas City Chiefs,0.5632183908045978,3210,2081,6.149425287356322,4.088408644400786,0,,0,0.0,522,509,13,4,4,38.30296634759996,-47.325214668238466,0.0733773301678162,-0.0929768461065587,0.2371852706451956,-2.1920016836363687,0.0004543779131133906,-0.0043064866083229,0.4463601532567048,0.3339882121807465,0.5122749590834696,3442,1563,5.633387888707039,3.888059701492537,0,,0,,611,402,25,7,10,-89.57530104406968,-67.60266553266936,-0.1466044206940584,-0.1681658346583814,-2.8046046748817695,-2.030275131601109,-0.0045901876839308,-0.005050435650749,0.4042553191489362,0.3507462686567164,390,322,9,7,0,68
1999,Los Angeles Rams,0.612204724409449,3983,1945,7.840551181102364,5.025839793281654,0,,142,8.352941176470589,508,387,13,6,7,141.12407143834966,-9.37511334871731,0.2778032902329718,-0.0242250990922926,2.103191069267885,-0.5739407195605987,0.0041401399001336,-0.0014830509549369,0.5098425196850395,0.4237726098191215,0.4975041597337769,3329,1135,5.539101497504159,3.580441640378549,0,,67,6.090909090909091,601,317,25,5,1,-105.71727769789754,-59.72534800706341,-0.1759022923425914,-0.1884080378771716,-1.2504343375748652,-1.3442604064846388,-0.0020805895799914,-0.0042405691056297,0.3860232945091515,0.2996845425867508,526,242,13,3,0,284
1999,Los Angeles Chargers,0.526570048309179,3224,1227,5.191626409017712,3.0522388059701497,0,,0,,621,402,24,4,6,-67.30252958653745,-87.59173228763316,-0.1083776643905595,-0.2178898813125204,-2.183917479599704,-2.3664379035058163,-0.0035167753294681,-0.005886661451507,0.3945249597423509,0.2960199004975125,0.539655172413793,3566,1282,6.148275862068963,3.0379146919431275,0,,0,,580,422,13,4,6,34.777707255740964,-82.51360927869074,0.0599615642340358,-0.1955298798073237,0.1328064870396268,-3.3453054479512954,0.00022897670179246728,-0.0079272640946713,0.4310344827586206,0.3104265402843602,269,316,8,8,0,-47
1999,Las Vegas Raiders,0.5380530973451328,3590,2057,6.353982300884956,4.321428571428573,0,,72,4.8,565,476,13,6,5,54.53343308983095,-11.93753651127371,0.0965193506014707,-0.0250788582169617,0.5741493207984512,-0.8296086081141739,0.0010161934881388,-0.0017428752271306,0.4442477876106195,0.4033613445378151,0.5183246073298429,3262,1556,5.69284467713787,4.031088082901554,0,,66,3.473684210526316,573,386,19,6,6,-18.581875761402227,-48.16816519219011,-0.03242910255044,-0.1247879927258809,-1.121472465933282,-0.8958858383125826,-0.0019571945304245,-0.0023209477676491,0.4031413612565445,0.3523316062176166,390,329,8,8,0,61
1999,Miami Dolphins,0.5243506493506492,3407,1459,5.530844155844155,3.3463302752293584,0,,0,,616,436,21,8,3,-66.24149138239316,-64.55002761039393,-0.1075348886077812,-0.1480505220421879,-1.8447879328288088,-1.9968849224349623,-0.0029947856052415,-0.0045800112899884,0.4090909090909091,0.3256880733944954,0.4951267056530215,2904,1454,5.6608187134502925,3.6810126582278473,0,,9,9.0,513,395,18,4,3,-45.09584391783602,-63.28548437478572,-0.0879061284948065,-0.1602164161386979,-2.238092884501577,-1.946675717921805,-0.0043627541608218,-0.004928292956764,0.3567251461988304,0.3139240506329114,326,336,9,7,0,-10
1999,Minnesota Vikings,0.5593525179856116,3908,1811,7.028776978417264,4.427872860635697,0,,155,6.739130434782608,556,409,21,8,6,38.98995072585941,-29.215238878110043,0.0701258106580206,-0.0714309019024692,0.8921455023582134,-0.922000414104976,0.0016045782416514,-0.0022542797410879,0.4514388489208633,0.4303178484107578,0.5763239875389408,3929,1593,6.119937694704051,3.914004914004913,0,,243,7.363636363636366,642,407,12,7,9,49.76561617017091,-68.60388371557372,0.0775165360906086,-0.1685599108490753,0.9855298601177798,-1.9281801898941076,0.0015350932400588,-0.0047375434641132,0.4485981308411214,0.3587223587223588,399,335,10,6,0,64
1999,New England Patriots,0.5118243243243242,3620,1433,6.114864864864867,3.547029702970297,0,,0,0.0,592,404,21,6,5,-43.45443705366108,-74.11271023174582,-0.0734027652933473,-0.1834473025538261,-3.085076255313263,-2.328994891055538,-0.0052112774582993,-0.0057648388392463,0.4087837837837835,0.3143564356435644,0.5232974910394266,3015,1788,5.403225806451611,3.788135593220338,0,,0,,558,472,16,7,6,-27.964267580465297,-74.18370414123326,-0.0501151748753857,-0.1571688647060027,-1.962837208323416,-2.0739813653497663,-0.0035176294055975,-0.0043940283164189,0.3745519713261649,0.3432203389830507,299,284,8,8,0,15
1999,New Orleans Saints,0.4821124361158433,3279,1668,5.586030664395231,3.706666666666667,0,,142,4.057142857142857,587,450,26,1,6,-66.30179562123067,-73.27694077464241,-0.1129502480770531,-0.1628376461658717,-1.041784300824249,-2.386356875629987,-0.0017747603080481,-0.0053030152791777,0.3730834752981261,0.3577777777777779,0.5440900562851784,3510,1738,6.585365853658537,4.157894736842104,0,,175,5.833333333333334,533,418,19,8,5,13.650503565310313,-16.84550631772338,0.0256107008730023,-0.0403002543486206,0.0743868864617613,-0.7006547373009916,0.0001395626387650365,-0.0016762075055047,0.4296435272045029,0.4354066985645933,260,434,3,13,0,-174
1999,New York Giants,0.546875,3734,1386,5.834375000000001,3.3237410071942453,0,,0,0.0,640,417,18,5,7,-21.608797307803457,-78.18186258069038,-0.0337637457934426,-0.1874864810088496,-2.5385424581844926,-1.5191286117744611,-0.0039664725909132,-0.0036429942728404,0.4265625,0.3213429256594725,0.5400372439478586,3382,1548,6.29795158286778,3.5504587155963283,0,,0,,537,436,17,4,3,15.99953699417784,-72.9537455316601,0.0297942960785441,-0.1673251044304133,-1.1135770233039857,-3.240703633866569,-0.0020737002296163,-0.0074328064996939,0.415270018621974,0.3509174311926605,299,358,7,9,0,-59
1999,New York Jets,0.5285996055226825,2762,1968,5.447731755424066,4.187234042553192,0,,0,,507,470,16,2,2,7.037863019786691,-42.310468908821214,0.0138813866267975,-0.0900222742740877,-1.639766762072649,-0.9893630850493274,-0.0032342539685851,-0.0021050278405304,0.388560157790927,0.3872340425531915,0.5371621621621621,3669,1688,6.197635135135138,4.067469879518073,0,,0,0.0,592,415,23,6,5,-17.8873488194342,-26.252137008823247,-0.0302151162490441,-0.0632581614670441,-2.3638874202049007,-0.4520808338965453,-0.0039930530746704,-0.0010893514069796,0.4256756756756759,0.3566265060240963,308,309,8,8,0,-1
1999,Philadelphia Eagles,0.4506769825918763,2053,1745,3.970986460348161,4.276960784313724,0,,113,5.380952380952381,517,408,17,9,8,-139.0539087242073,-42.26875101021,-0.2689630729675186,-0.1035998799269851,-5.102679797160692,-1.267389159583122,-0.0098697868417034,-0.0031063459793703,0.3230174081237911,0.3455882352941176,0.5357737104825292,3461,1940,5.758735440931779,3.943089430894308,0,,102,6.0,601,492,28,10,7,-84.84136815821049,-44.570790381938,-0.1411670019271388,-0.0905910373616626,-3.4313801801848363,-1.3990813559966462,-0.0057094512149498,-0.0028436612926761,0.415973377703827,0.3760162601626016,272,357,5,11,0,-85
1999,Pittsburgh Steelers,0.5246478873239434,2814,1990,4.954225352112679,4.180672268907565,0,,110,5.238095238095238,568,476,18,1,5,-59.192126530449826,-15.713345582763576,-0.1042114903705104,-0.0330112302158899,-2.6194143333047313,-1.360774006716867,-0.0046116449530012,-0.002858768921674,0.4119718309859155,0.4201680672268906,0.4929292929292929,2903,1892,5.864646464646468,4.483412322274877,0,,94,4.2727272727272725,495,422,11,7,5,-32.3458041023305,-22.207842305950024,-0.0653450587925864,-0.0526252187344782,-0.7692548472205257,-1.084713027951166,-0.0015540501964051,-0.0025704100188416,0.3717171717171718,0.3744075829383884,317,320,6,10,0,-3
1999,Seattle Seahawks,0.5135135135135135,3386,1406,6.100900900900901,3.5594936708860767,0,,0,,555,395,16,7,7,3.557100595076937,-87.49439944969231,0.0064091902613997,-0.2215048087333984,-1.1294853456716607,-1.4585571596011038,-0.0020351087309399,-0.003692549771142,0.4252252252252251,0.3215189873417722,0.516393442622951,3417,1918,5.601639344262295,4.098290598290598,0,,1,0.3333333333333333,610,468,28,4,1,-61.25952997457923,-19.64617683602999,-0.1004254589747203,-0.0419790103333973,-1.7198108510344818,-0.8904437119793664,-0.0028193620508762,-0.0019026575042294,0.3999999999999998,0.3803418803418802,338,298,9,7,0,40
1999,San Francisco 49ers,0.5459183673469385,3259,2064,5.5425170068027265,5.0962962962962965,0,,103,5.722222222222223,588,405,18,6,4,-48.99101039188878,7.405263935852488,-0.0833180448841637,0.018284602310747,-2.1568031049735295,-0.1909683868786426,-0.0036680324914515,-0.00047152688118183247,0.4047619047619046,0.437037037037037,0.5801104972375691,4061,1619,7.478821362799262,3.9296116504854366,0,,89,4.45,543,412,11,2,3,120.9517059369545,-47.03165567678848,0.2227471564216474,-0.1141545040698748,2.407592937686009,-1.5158841862349888,0.004433872813418,-0.003679330549114,0.4714548802946593,0.3567961165048544,295,453,4,12,0,-158
1999,Tampa Bay Buccaneers,0.5484536082474228,2401,1794,4.950515463917526,3.69896907216495,0,,1,1.0,485,485,15,8,8,-64.83462447818485,-83.8142489017682,-0.1336796380993496,-0.1728128843335428,-3.326239079781501,-3.2180814982256356,-0.0068582249067659,-0.0066352195839703,0.3896907216494845,0.3092783505154638,0.4966887417218542,2844,1408,4.708609271523179,3.9886685552407934,0,,0,,604,353,19,5,3,-118.9282069637594,-34.70757442860143,-0.1969010049068865,-0.0983217405909392,-4.212182350253565,-1.583203240728754,-0.0069738118381681,-0.0044849950162287,0.347682119205298,0.3739376770538244,270,235,11,5,0,35
1999,Tennessee Titans,0.5504587155963303,3452,1791,6.333944954128439,4.07045454545455,0,,32,2.666666666666667,545,440,12,5,4,23.83811468193487,-14.500868192919857,0.0437396599668528,-0.0329565186202729,0.9999912170641316,-0.9003553719532684,0.0018348462698424,-0.0020462622089846,0.4238532110091744,0.3818181818181818,0.5049504950495051,3636,1539,6.0,4.104000000000001,0,,75,3.0,606,375,15,9,10,32.75685380161106,-71.41581671521062,0.0540542141940775,-0.1904421779072283,-1.5395474508789984,-2.6530243788016605,-0.0025405073446848,-0.0070747316768044,0.4290429042904289,0.4026666666666666,392,324,13,3,0,68
1999,Washington Commanders,0.5691489361702129,3912,1988,6.936170212765963,4.538812785388126,0,,0,,564,438,14,7,2,50.63854782112211,25.87455918074675,0.089784659257308,0.0590743360291021,0.8471445065430753,0.3918646366551289,0.0015020292669203,0.0008946681202171917,0.4326241134751773,0.458904109589041,0.5234248788368335,3693,1964,5.966074313408723,4.546296296296297,0,,0,,619,432,21,7,5,5.7031205576510535,-7.961130569240858,0.0092134419348158,-0.0184285429843537,-1.84077341724434,-0.3821008886612073,-0.0029737858113801,-0.0008844927978268641,0.4071082390953149,0.3796296296296295,443,377,10,6,0,66
2000,Arizona Cardinals,0.5351629502572902,3161,1258,5.421955403087477,3.678362573099415,0,,0,,583,342,23,8,7,-75.53218843306374,-71.0123468634568,-0.1295577846193207,-0.2076384411212186,-1.3091921716644794,-2.375274846656001,-0.0022456126443645,-0.0069452480896374,0.3945111492281307,0.3654970760233918,0.6168421052631576,3111,2549,6.549473684210526,4.471929824561404,0,,0,,475,570,8,5,5,78.63567196516883,32.51519869654008,0.1655487830845658,0.0570442082395439,-0.4288516311739474,0.4552327001908076,-0.0009028455393135644,0.0007986538599838697,0.4673684210526316,0.4473684210526315,210,443,3,13,0,-233
2000,Atlanta Falcons,0.4929824561403508,2753,1186,4.829824561403506,3.4476744186046515,0,,0,,570,344,20,6,5,-139.45990343529394,-68.5230851177131,-0.244666497254902,-0.1991950148770727,-3.9545757589492494,-1.9998052800709776,-0.0069378522086828,-0.0058133874420667,0.3736842105263158,0.3401162790697675,0.55637707948244,3597,1976,6.648798521256929,4.362030905077264,0,,0,,541,453,15,5,3,40.79553923055249,-20.409881140265753,0.0754076510731098,-0.0450549252544499,-0.9546327856022374,-0.319578523528765,-0.0017645707682111,-0.000705471354368134,0.4436229205175599,0.3708609271523178,252,413,4,12,0,-161
2000,Baltimore Ravens,0.5220588235294118,2768,2161,5.088235294117646,4.262327416173569,0,,0,,544,507,19,4,2,-44.711283406103746,-17.385647884084108,-0.0821898592023963,-0.0342912187062803,-2.651649856956036,-0.2820012338931855,-0.0048743563546985,-0.0005562154514658519,0.3970588235294118,0.4063116370808678,0.5269784172661869,2994,945,5.384892086330934,2.639664804469273,0,,0,,556,358,22,9,14,-83.9058630993852,-129.14400165514067,-0.1509098257183185,-0.3607374347908958,-2.274094111975704,-3.1884655018396963,-0.0040900973236973,-0.0089063282174293,0.3866906474820143,0.2877094972067039,333,165,12,4,0,168
2000,Buffalo Bills,0.5258467023172908,3362,1840,5.992869875222815,4.0798226164079825,0,,0,,561,451,8,5,5,-0.3245201456585818,-59.01557512715526,-0.0005784672828136702,-0.130854933763094,0.9372676659933624,0.0255630392825942,0.001670708852038,5.668079663545704e-05,0.4313725490196076,0.368070953436807,0.54251012145749,2727,1409,5.5202429149797565,3.585241730279896,0,,0,,494,393,14,9,3,-31.577503072682084,-51.07147349518184,-0.063922070997332,-0.1299528587663661,-0.9909554161135768,-1.058077891379568,-0.0020059826237116,-0.0026923101561821,0.3906882591093117,0.3409669211195928,315,350,8,8,0,-35
2000,Carolina Panthers,0.5352564102564101,3434,1175,5.503205128205128,3.376436781609196,0,,0,,624,348,19,12,2,-40.04998349554902,-39.15058301135281,-0.0641826658582517,-0.1125016753199792,-2.88906493787549,-0.9639561142636844,-0.0046299117594158,-0.002769988834091,0.453525641025641,0.3189655172413793,0.6048526863084923,3690,1920,6.395147313691507,4.648910411622277,0,,0,,577,413,17,10,7,16.17685993715719,-26.16949663494121,0.0280361524040854,-0.0633643986318188,-0.477286105470303,-0.0655180338860871,-0.0008271856247318961,-0.00015902435409244586,0.4540727902946274,0.4188861985472155,310,310,7,9,0,0
2000,Chicago Bears,0.5289982425307558,2773,1715,4.873462214411248,4.162621359223305,0,,0,,569,412,14,5,7,-98.79832569978495,-39.11298299310994,-0.1736350188045431,-0.0949344247405584,-2.331174356721175,-1.1815474893887856,-0.0040969672350108,-0.0028678337121087,0.3866432337434095,0.3980582524271844,0.5848056537102473,3412,1781,6.028268551236749,3.8717391304347872,0,,0,,566,460,11,5,3,10.702082161812346,-23.665171525038467,0.0189082723706931,-0.0514460250544312,-2.4505846397542927,-0.4753630725677046,-0.0043296548405553,-0.0010333979838428,0.4522968197879859,0.3630434782608693,216,355,5,11,0,-139
2000,Cincinnati Bengals,0.4128256513026051,1944,2182,3.8957915831663343,4.593684210526315,0,,0,,499,475,14,9,6,-138.89660922339215,-26.290029841298228,-0.2783499182833513,-0.0553474312448377,-3.3007221686605197,-0.5642841483446754,-0.0066146736846904,-0.001187966628094,0.3066132264529058,0.3852631578947368,0.5625,3534,1894,6.310714285714287,3.81086519114688,0,,0,,560,497,9,3,7,82.98578602411679,-67.98705534960325,0.1481889036144941,-0.136794879979081,1.6515304784794451,-1.0886356851475667,0.0029491615687133,-0.0021904138534156,0.4339285714285713,0.3641851106639839,185,359,4,12,0,-174
2000,Cleveland Browns,0.5357833655705996,2434,1057,4.70793036750483,3.1837349397590375,0,,0,,517,332,19,5,2,-120.19075177472205,-67.42313414170837,-0.2324772761600035,-0.2030817293424952,-1.6759138079288092,-1.60028688677837,-0.0032416127812936,-0.004820141225236,0.3326885880077368,0.2951807228915662,0.4971209213051825,3102,2384,5.953934740882919,4.082191780821918,0,,0,,521,584,12,5,4,28.293471810311203,9.988792140778092,0.0543060879276608,0.0171040961314695,-0.8413407266335744,0.6544923204068437,-0.0016148574407554,0.0011207060280939,0.4222648752399231,0.4178082191780822,161,419,3,13,0,-258
2000,Dallas Cowboys,0.5241090146750526,2472,1938,5.182389937106923,4.222222222222222,0,,0,,477,459,21,8,7,-73.71930586873151,-13.216242730946274,-0.1545478110455578,-0.028793557148031,-2.3218963078131303,-0.9555723224434698,-0.0048677071442623,-0.0020864024507499,0.3857442348008385,0.4335511982570804,0.5777310924369748,2640,2554,5.546218487394957,4.855513307984791,0,,0,,476,526,14,4,3,5.198170209111984,19.022011347135567,0.010920525649395,0.0361635196713603,0.2218202983490966,0.3668013920933636,0.0004660090301451667,0.0006973410496071475,0.4243697478991596,0.4581749049429658,294,361,5,11,0,-67
2000,Denver Broncos,0.5861486486486487,4156,2303,7.020270270270269,4.515686274509804,0,,0,,592,510,12,6,5,82.69414094788978,4.2749709055907665,0.1396860488984626,0.0083822958933152,1.8407333102000885,1.5157790525518964,0.0031093468077704,0.0029721157893174,0.4881756756756757,0.4117647058823528,0.5008210180623974,3900,1566,6.403940886699511,4.592375366568914,0,,0,,609,341,27,6,7,-13.913954276486834,-35.65922132331842,-0.0228472155607335,-0.1045724965493212,-1.6128571405286851,-0.1522187862592793,-0.0026483696888812,-0.0004463894025198806,0.4039408866995075,0.3372434017595308,485,369,11,5,0,116
